product_id,title,batch_id,field,changed,old_sha256,new_sha256,old_word_count,new_word_count,qa_status
246,"Custom Gift Box with Shredded Paper Filler",BATCH-13,post_excerpt,YES,f2e589c455901771508cf86083ef3b6d80a27efb43975aa171f4c8aa52242c6e,007569426668cafd04af3e84be348ac39c3aec2deb27f8de019bc4c6dc646286,32,50,PASS
246,"Custom Gift Box with Shredded Paper Filler",BATCH-13,post_content,YES,a00283664c592e81134a770233f61f0253fc4bdaebd9ff3ec5f716cc1d5cb86a,b3b8dcea604e565d65363c93de3f1e048c2f8cb9c3e905793220516e0ea96156,909,1037,PASS
246,"Custom Gift Box with Shredded Paper Filler",BATCH-13,rank_math_title,YES,fff84dc175c68f318dd5437e9c6d660ec56193f2400dad8e7bb257371e2d89fa,3e3f75a9fbbfaad171d46288425e4c08a8dcd1351d4f874f40011c7341f7b6f1,10,10,PASS
246,"Custom Gift Box with Shredded Paper Filler",BATCH-13,rank_math_description,YES,d9668f7f977b0edc1254700499327269e63fe34cb9ead9b17640e3456e516ab7,0d49b3d759e474f05cfb8f26fe86a9615953321698c8419e98666c280d724192,24,20,PASS
246,"Custom Gift Box with Shredded Paper Filler",BATCH-13,rank_math_focus_keyword,NO,1175670da51140c5e5daaadab847cfa38cea759879c290b2b976594955a76b24,1175670da51140c5e5daaadab847cfa38cea759879c290b2b976594955a76b24,5,5,PASS
247,"Custom Kraft Bakery Box with Window",BATCH-10,post_excerpt,YES,837fd45178d375ac34e7a884fa52454ef9c4c4528837191f36b15fc19498bc6b,c5dd58d2f4c96625fbd38aa2f808885a60febf620b19cceb73df7e6cc4c5b94c,30,50,PASS
247,"Custom Kraft Bakery Box with Window",BATCH-10,post_content,YES,f7d784d2db13f0bdb5be674156f3226998caeb25641e6ec0ba8db7e0a5fcea7e,552db0471f72c7a746e690a2904c79bdba14febf83326ae13a25fc061ff19112,155,922,PASS
247,"Custom Kraft Bakery Box with Window",BATCH-10,rank_math_title,YES,5d1c0bb7a2991a02b2b899db86f83b5dad0a48586295bd9a8448e4adb191fed8,a7571a67a175007b2b79ee717be0142d8eb4cdc564d7b4a64eb6dd763a4aa9ef,9,8,PASS
247,"Custom Kraft Bakery Box with Window",BATCH-10,rank_math_description,YES,b113be99cacd40f39cf237bf9279b134f40ab5281a897e72ebea582996b529d8,e6552380798d7b8a5fed1ac055d331972c33e9c3138fac168b44f38ee38a4545,22,20,PASS
247,"Custom Kraft Bakery Box with Window",BATCH-10,rank_math_focus_keyword,NO,29bb6f3101d0ce3608c5fa12dc3f70098d381a221ce68eb5ccdeb1578ce367ac,29bb6f3101d0ce3608c5fa12dc3f70098d381a221ce68eb5ccdeb1578ce367ac,5,5,PASS
248,"Custom Pastry Sleeve Box with Insert",BATCH-11,post_excerpt,YES,f6786b2a4fe5d5d2cc07a1d5c96fbb1306048a8b5ee90f17debc5baa9eed0106,8d69955ff70adbb66da3ed5798ba09bd385f5594c398daff120e5301eda4f23b,32,51,PASS
248,"Custom Pastry Sleeve Box with Insert",BATCH-11,post_content,YES,e19338bea44d07114ddbf930c37da170d31343b8565eedd40933168908052e8f,18f71beddfdfe083ab61e466d7215ae1f2b11e2c442bbc760142780f61f50b44,881,1022,PASS
248,"Custom Pastry Sleeve Box with Insert",BATCH-11,rank_math_title,YES,f84739f535f0d0d8d1060549157e6d668bc49ba91a34a57dbd0a891f0717ad8e,61877711a3b77ab83f088ced8c5f32ada934a76df2bc5215d4db208a227ffc96,9,9,PASS
248,"Custom Pastry Sleeve Box with Insert",BATCH-11,rank_math_description,YES,82d8cace550b8836fabad41486ce4b2a9b0679e50e8c9b8bb3650d78d5b4c1d0,01f27ec0aa1e34e0c1ccb282a408228ba7aa6d58591764f7e8171415a292fdc6,24,21,PASS
